Ticker Symbol,Company Legal Name,Business Description
NUVA,NuVasive Inc,"NuVasive, Inc., a medical device company, develops and markets minimally-disruptive surgical products and procedurally-integrated solutions for spine surgery. Its products focus on applications for spine fusion surgery, including biologics used"
AMN,AMN Healthcare Services Inc.,"AMN Healthcare Services, Inc. provides healthcare workforce solutions and staffing services in the United States. The company operates through three segments: Nurse and Allied Solutions, Locum Tenens Solutions, and Other Workforce Solutions."
GXP,Great Plains Energy Inc,"Great Plains Energy Incorporated, through its subsidiaries, generates, transmits, distributes, and sells electricity. It also provides regulated steam services in St. Joseph, Missouri."
XBKS,Xenith Bankshares Inc,"Xenith Bankshares, Inc. operates as the holding company for Xenith Bank that provides community and commercial banking services primarily to individuals and small to medium-sized businesses in Virginia, North Carolina, Maryland, and Greater Was"
AYI,Acuity Brands Inc.,"Acuity Brands, Inc. provides lighting and building management solutions and services for commercial, institutional, industrial, infrastructure, and residential applications in North America and internationally."
ABG,Asbury Automotive Group Inc,"Asbury Automotive Group, Inc. operates as an automotive retailer in the United States. It offers a range of automotive products and services, including new and used vehicles; and vehicle repair and maintenance, replacement parts, and collision"
PODD,Insulet Corp,"Insulet Corporation, a medical device company, develops, manufactures, and sells insulin delivery systems for people with insulin-dependent diabetes in the United States and internationally."
ALR,Alere Inc,"Alere Inc. provides diagnostic tests for infectious disease, cardiometabolic disease, and toxicology in the United States and internationally."
ANTM,Anthem Inc,"Anthem, Inc., through its subsidiaries, operates as a health benefits company in the United States. It operates through three segments: Commercial and Specialty Business, Government Business, and Other."
HUSA,Houston American Energy Corp,"Houston American Energy Corp., an independent energy company, acquires, explores for, develops, and produces natural gas, crude oil, and condensate from properties located principally in the Texas Permian Basin and Gulf Coast areas of the Unite"
CME,CME Group Inc,"CME Group Inc., through its subsidiaries, operates contract markets for the trading of futures and options on futures contracts worldwide."
BGFV,Big 5 Sporting Goods Corp,Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.
ABCO,Advisory Board Company (The),"The Advisory Board Company provides best practices research and insight, technology, consulting and management, and data-enabled services in the United States and internationally."
LRN,K12 Inc,"K12 Inc., a technology-based education company, together with its subsidiaries, provides online curriculum, software systems, and educational services to facilitate individualized learning for students primarily in kindergarten through 12th gra"
MDGL,Madrigal Pharmaceuticals Inc,"Madrigal Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapeutic candidates for the treatment of cardiovascular, metabolic, and liver diseases."
SNTA,Synta Pharmaceuticals Corp,"As of July 22, 2016, Synta Pharmaceuticals Corp. was acquired by Madrigal Pharmaceuticals, Inc. in a reverse merger transaction. Synta Pharmaceuticals Corp. focuses on the research, development, and commercialization of novel oncology medicines"
WNEB,Western New England Bancorp Inc,"Western New England Bancorp, Inc. operates as the holding company for Westfield Bank that provides community banking products and services to individuals and businesses."
CAAS,China Automotive Systems Inc,"China Automotive Systems, Inc., through its subsidiaries, manufactures and sells automotive systems and components in the People's Republic of China, the United States, and internationally."
SCOR,comScore Inc,"comScore, Inc. operates as a cross-platform measurement company that measures audiences, brands, and consumer behavior worldwide. Its data footprint combines proprietary digital, TV, and movie intelligence with demographic details to quantify c"
CCOI,Cogent Communications Holdings Inc,"Cogent Communications Holdings, Inc., through its subsidiaries, provides high-speed Internet access and Internet protocol communications service."
AAP,Advance Auto Parts Inc.,"Advance Auto Parts, Inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks."
JBLU,JetBlue Airways Corp,"JetBlue Airways Corporation, a passenger carrier company, provides air transportation services. As of December 31, 2016, the company operated a fleet of 37 Airbus A321 aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft."
PSTI,Pluristem Therapeutics Inc,"Pluristem Therapeutics Inc., together with its subsidiary, Pluristem Ltd., operates as a bio-therapeutics company in Israel."
LMAT,LeMaitre Vascular Inc,"LeMaitre Vascular, Inc. designs, markets, sells, services, and supports medical devices and implants for the treatment of peripheral vascular disease worldwide."
HALO,Halozyme Therapeutics Inc,"Halozyme Therapeutics, Inc., a biotechnology company, researches, develops, and commercializes human enzymes and other drug candidates in the United States, Switzerland, and internationally."
IRBT,iRobot Corp,"iRobot Corporation designs, builds, and sells robots for the consumer market worldwide."
FVE,Five Star Senior Living Inc,"Five Star Senior Living Inc. operates and manages senior living communities in the United States. Its senior living communities comprise independent living communities, assisted living communities, and skilled nursing facilities (SNFs)."
WRK,WestRock Co,"WestRock Company manufactures and sells paper and packaging solutions for the consumer and corrugated markets in North America, South America, Europe, Australia, and Asia. The company operates through three segments: Corrugated Packaging, Consu"
MWV,MeadWestvaco Corp,"WestRock MWV, LLC provides packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries worldwide."
MGEE,MGE Energy Inc,"MGE Energy, Inc., through its subsidiaries, operates as a public utility holding company primarily in Wisconsin. It operates through five segments: Regulated Electric Utility Operations; Regulated Gas Utility Operations; Nonregulated Energy Ope"
CUTR,Cutera Inc,"Cutera, Inc., a medical device company, designs, develops, manufactures, markets, and services laser and other energy based aesthetics systems worldwide."
DDE,Dover Downs Gaming & Entertainment Inc.,"Dover Downs Gaming & Entertainment, Inc., together with its subsidiaries, operates as a gaming and entertainment resort destination in the United States."
COP,Conocophillips,"ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids worldwide."
X,United States Steel Corp,"United States Steel Corporation produces and sells flat-rolled and tubular steel products primarily in North America and Europe. It operates through three segments: Flat-Rolled Products (Flat-Rolled), U. S. Steel Europe (USSE), and Tubular Prod"
NRIM,Northrim BanCorp Inc,"Northrim BanCorp, Inc. operates as bank holding company for Northrim Bank that provides commercial banking products and services to businesses and professional individuals primarily in Alaska. The company operates in two segments, Community Ban"
NEM,Newmont Mining Corp,"Newmont Mining Corporation, together with its subsidiaries, operates in the mining industry. The company primarily acquires, develops, explores for, and produces gold. It also explores for silver and copper properties."
NPO,EnPro Industries Inc.,"EnPro Industries, Inc. designs, develops, manufactures, and markets engineered industrial products worldwide."
WHG,Westwood Holdings Group Inc.,"Westwood Holdings Group, Inc., through its subsidiaries, manages investment assets and provides services for its clients. The company operates in two segments, Advisory and Trust."
XPO,XPO Logistics Inc,"XPO Logistics, Inc. provides transportation and logistics services in the United States, North America, France, the United Kingdom, Europe, Asia, and internationally."
JCP,J.C. Penney Company Inc.,"J. C. Penney Company, Inc., through its subsidiary J. C. Penney Corporation, Inc., sells merchandise through department stores."
WTBA,West Bancorporation Inc,"West Bancorporation, Inc. operates as the holding company for West Bank that provides community banking and trust services to individuals and small to medium-sized businesses in the United States."
XEC,Cimarex Energy Co.,"Cimarex Energy Co. operates as an independent oil and gas exploration and production company primarily in Oklahoma, Texas, and New Mexico."
PLBC,Plumas Bancorp,Plumas Bancorp operates as the holding company for the Plumas Bank that provides various banking products and services in Northeastern California and Northwestern Nevada.
RGC,Regal Entertainment Group,"Regal Entertainment Group, together with its subsidiaries, operates as a motion picture exhibitor in the United States. The company develops, acquires, and operates multi-screen theatres primarily in mid-sized metropolitan markets and suburban"
CPSI,Computer Programs and Systems Inc,"Computer Programs and Systems, Inc. provides healthcare information technology solutions and services in the United States and the Caribbean nation of St. Maarten."
CVLT,CommVault Systems Inc,"Commvault Systems, Inc. provides data and information management software applications and related services in the United States and internationally."
BANC,Banc of California Inc,"Banc of California, Inc. operates as the bank holding company for Banc of California, National Association that provides banking products and services in the United States. It operates through Commercial Banking and Mortgage Banking segments."
KMX,CarMax Inc,"CarMax Inc., through its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates in two segments, CarMax Sales Operations and CarMax Auto Finance."
GTS,Triple-S Management Corp,"Triple-S Management Corporation, through its subsidiaries, provides a portfolio of managed care and related products in the commercial, Medicare, and Medicaid markets in Puerto Rico, the United States."
RRGB,Red Robin Gourmet Burgers Inc,"Red Robin Gourmet Burgers, Inc., together with its subsidiaries, develops, operates, and franchises casual-dining and fast-casual restaurants in the United States and Canada. As of November 14, 2017, it operated approximately 570 Red Robin rest"
CIT,CIT Group Inc,"CIT Group Inc. operates as the bank holding company for CIT Bank, National Association that provides banking and related services to commercial and individual customers."
SAFT,Safety Insurance Group Inc,"Safety Insurance Group, Inc. provides private passenger and commercial automobile insurance in Massachusetts, New Hampshire, and Maine."
HTM,U S Geothermal Inc,"U.S. Geothermal Inc., a renewable energy company, focuses on the development, production, and sale of electricity from geothermal energy resources in the Western United States and the Republic of Guatemala."
BBG,Bill Barrett Corp,"Bill Barrett Corporation, an independent energy company, acquires, explores for, and develops oil and natural gas resources in the United States."
HA,Hawaiian Holdings Inc.,"Hawaiian Holdings, Inc., through its subsidiary, Hawaiian Airlines, Inc., engages in the scheduled air transportation of passengers and cargo."
CIDM,Cinedigm Corp,"Cinedigm Corp., together with its subsidiaries, operates as distributor and aggregator of independent movie, television, and other short form content primarily in the United States."
AMTD,TD AMERITRADE Holding Corp,"TD Ameritrade Holding Corporation provides securities brokerage and related technology-based financial services to retail investors, traders, and independent registered investment advisors (RIAs) in the United States."
CEVA,Ceva Inc,"CEVA, Inc. licenses signal processing intellectual property (IP) technologies to semiconductor companies and original equipment manufacturers (OEMs) serving the mobile, consumer, automotive, industrial, and Internet-of Things (IoT) markets worl"
WYNN,Wynn Resorts Ltd,"Wynn Resorts, Limited develops, owns, and operates destination casino resorts."
CAVM,Cavium Inc,"Cavium, Inc. designs, develops, and markets semiconductor processors for intelligent and secure networks in the United States and internationally."
ANCX,Access National Corp,"Access National Corporation operates as a bank holding company for Access National Bank that provides credit, deposit, mortgage, and wealth management services to small and medium sized businesses, professionals, and associated individuals prim"
SNX,SYNNEX Corp,"SYNNEX Corporation provides business process services to resellers, system integrators, retailers, and original equipment manufacturers in North and South America, the Asia-Pacific, Europe, and internationally. It operates in two segments, Tech"
SAIA,Saia Inc,"Saia, Inc., through its wholly-owned subsidiaries, operates as a transportation company in the United States."
DXTR,Dextera Surgical Inc,"Dextera Surgical Inc. designs and manufactures proprietary stapling devices for minimally invasive surgical procedures in the United States, Japan, Germany, and internationally."
ALNY,Alnylam Pharmaceuticals Inc,"Alnylam Pharmaceuticals, Inc., a biopharmaceutical company, discovers, develops, and commercializes novel therapeutics based on RNA interference. Its pipeline of investigational RNAi therapeutics is focused on genetic medicines, cardio-metaboli"
PRTK,Paratek Pharmaceuticals Inc,"Paratek Pharmaceuticals, Inc., a clinical stage biopharmaceutical company, focuses on the development and commercialization of therapeutics based upon tetracycline chemistry in the United States."
FOLD,Amicus Therapeutics Inc,"Amicus Therapeutics, Inc., a biotechnology company, engages in the discovery, development, and commercialization of medicines for various rare and orphan diseases."
PFS,Provident Financial Services Inc.,"Provident Financial Services, Inc. operates as the holding company for Provident Bank that provides various banking services to individuals, families, and businesses in the United States."
MOH,Molina Healthcare Inc.,"Molina Healthcare, Inc. provides Medicaid-related solutions to meet the health care needs of low-income families and individuals; and to assist state agencies in their administration of the Medicaid program in the United States."
CSII,Cardiovascular Systems Inc,"Cardiovascular Systems, Inc., a medical technology company, develops, manufactures, and markets devices to treat vascular diseases in the United States."
PRAA,PRA Group Inc,"PRA Group, Inc., a financial and business service company, engages in the purchase, collection, and management of portfolios of nonperforming loans that have been charged-off by the credit grantor in the Americas and Europe."
IPCC,Infinity Property and Casualty Corp,"Infinity Property and Casualty Corporation, through its subsidiaries, provides personal automobile insurance products in the United States. The company offers nonstandard automobile, commercial vehicle, and classic collector automobile insuranc"
HMSY,HMS Holdings Corp,"HMS Holdings Corp., through its subsidiaries, operates in the healthcare insurance benefit cost containment market in the United States."
APEI,American Public Education Inc,"American Public Education, Inc., together with its subsidiaries, provides online and campus-based postsecondary education. The company operates through two segments, American Public Education and Hondros College of Nursing."
TPX,Tempur Sealy International Inc,"Tempur Sealy International, Inc., together with its subsidiaries, develops, manufactures, markets, and distributes bedding products worldwide. It operates through two segments, North America and International."
VRTU,Virtusa Corp,Virtusa Corporation operates as an information technology (IT) services company.
DGI,DigitalGlobe Inc,"DigitalGlobe, Inc. provides earth-imagery, data, and analysis in the United States and internationally. It sources its imagery solutions and other services from its own satellite constellation and third-party providers."
IMNP,Immune Pharmaceuticals Inc,"Immune Pharmaceuticals Inc., a clinical stage biopharmaceutical company, develops therapeutic agents in the fields of immuno-inflammation, dermatology, and immuno-oncology."
AI,Arlington Asset Investment Corp,"Arlington Asset Investment Corp. (NYSE: AI) is a principal investment firm that currently invests primarily in mortgage-related and other assets.  The Company is headquartered in the Washington, D.C. metropolitan area.  For more information, pl"
BNCN,BNC Bancorp,"As of June 16, 2017, BNC Bancorp was acquired by Pinnacle Financial Partners, Inc. BNC Bancorp operates as the bank holding company for Bank of North Carolina that provides various banking and financial services to individuals and businesses."
HSON,Hudson Global Inc,"Hudson Global, Inc. provides professional-level recruitment and related talent solutions for small to large-sized corporations and government agencies worldwide."
NWY,New York & Co Inc,"New York & Company, Inc. operates as a specialty retailer of women's fashion apparel and accessories in the United States."
WAL,Western Alliance Bancorporation,"Western Alliance Bancorporation operates as the holding company for Western Alliance Bank that provides various banking products and related services primarily in Arizona, California, and Nevada."
CCK,Crown Holdings Inc,"Crown Holdings, Inc. designs, manufactures, and sells packaging products for consumer goods in the Americas, Europe, and the Asia Pacific."
PRSC,Providence Service Corp (The),"The Providence Service Corporation, through its subsidiaries, provides critical healthcare and workforce development services for public and private sector entities in the United States and internationally."
CONN,Conn's Inc,"Conn's, Inc. operates as a specialty retailer of durable consumer goods and related services in the United States. It operates through two segments, Retail and Credit."
MCHX,Marchex Inc,"Marchex, Inc. operates as a mobile advertising analytics company."
CNO,CNO Financial Group Inc,"CNO Financial Group, Inc., through its subsidiaries, develops, markets, and administers health insurance, annuity, individual life insurance, and other insurance products for senior and middle-income markets in the United States."
MNOV,Medicinova Inc,"MediciNova, Inc., a biopharmaceutical company, focuses on acquiring and developing novel and small molecule therapeutics for the treatment of serious diseases with unmet medical needs in the United States."
CMP,Compass Minerals International Inc.,"Compass Minerals International, Inc., produces and sells salt, and specialty plant nutrition and chemical products in the United States, Canada, Brazil, the United Kingdom, and internationally."
BCBP,BCB Bancorp Inc,"BCB Bancorp, Inc. operates as the holding company for BCB Community Bank, a state chartered commercial bank that provides banking products and services to businesses and individuals in the United States."
RNN,Rexahn Pharmaceuticals Inc,"Rexahn Pharmaceuticals, Inc., a clinical stage biopharmaceutical company, discovers, develops, and commercializes treatments for cancer."
PJC,Piper Jaffray Companies,"Piper Jaffray Companies operates as an investment bank and asset management firm that serves corporations, private equity groups, public entities, non-profit entities, and institutional investors in the United States and internationally."
MNTA,Momenta Pharmaceuticals Inc,"Momenta Pharmaceuticals, Inc., a biotechnology company, focuses on developing generic versions of complex drugs, biosimilars, and novel therapeutics for autoimmune diseases in the United States."
LQDT,Liquidity Services Inc,"Liquidity Services, Inc. provides e-commerce marketplace solutions to manage, value, and sell inventory and equipment for business and government clients in the United States."
LUNA,Luna Innovations Inc,"Luna Innovations Incorporated develops, manufactures, and markets fiber optic sensing, and test and measurement products worldwide. It operates in two segments, Products and Licensing, and Technology Development."
ENOC,EnerNOC Inc,"EnerNOC, Inc. provides demand response solutions and energy intelligence software (EIS) solutions in the United States, Australia, South Korea, and internationally. The company offers demand response solutions to utility customers and electric"
OLBK,Old Line Bancshares Inc,"Old Line Bancshares, Inc. operates as the bank holding company for Old Line Bank that provides banking products and services to small and medium size businesses, entrepreneurs, professionals, consumers, and high net worth clients."
WLL,Whiting Petroleum Corp,"Whiting Petroleum Corporation, an independent oil and gas company, engages in the development, production, acquisition, and exploration of crude oil, natural gas liquids, and natural gas primarily in the Rocky Mountains region of the United Sta"
KRO,Kronos Worldwide Inc,"Kronos Worldwide, Inc. produces and markets titanium dioxide pigments (TiO2) in Europe, North America, the Asia Pacific, and internationally."
NNI,Nelnet Inc.,"Nelnet, Inc. provides education related products and services, and student loan asset management services in the United States and internationally."
TDG,TransDigm Group Inc,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States."
MRLN,Marlin Business Services Corp,"Marlin Business Services Corp., through its subsidiary, Marlin Leasing Corporation, provides equipment financing solutions to small and mid-sized businesses in the United States."
GTXI,GTx Inc.,"GTx, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of small molecules for the treatment of breast and prostate cancer, and other medical conditions."
UTI,Universal Technical Institute Inc.,"Universal Technical Institute, Inc. provides postsecondary education for students seeking careers as professional automotive, diesel, collision repair, motorcycle, and marine technicians in the United States."
FTNT,Fortinet Inc,"Fortinet, Inc. provides cybersecurity solutions for enterprises, service providers, and government organizations worldwide."
MEIP,MEI Pharma Inc,"MEI Pharma, Inc., an oncology company, focuses on the clinical development of drugs for the treatment of cancer."
WLK,Westlake Chemical Corp,"Westlake Chemical Corporation manufactures and markets basic chemicals, vinyls, polymers, and building products. It operates through two segments, Olefins and Vinyls."
SLCT,Select Bancorp Inc,"Select Bancorp, Inc. operates as the bank holding company for Select Bank & Trust Company that provides banking services to individuals and small to medium-sized businesses primarily in central and eastern North Carolina."
HTH,Hilltop Holdings Inc,"Hilltop Holdings Inc. provides business and consumer banking services in Texas, California, Florida, Ohio, Washington, Arizona, Maryland, North Carolina, and other states."
KONA,Kona Grill Inc,"Kona Grill, Inc. owns and operates upscale casual restaurants under the Kona Grill brand name. As of December 11, 2017, it owned and operated 46 restaurants in 23 states of the United States and Puerto Rico; and 3 franchised restaurants in Mexi"
NSR,NeuStar Inc,"NeuStar, Inc. provides various real-time information services worldwide. Its cloud-based platforms and data sets offer informative, real-time analytics, which enable clients to make actionable, data-driven decisions."
CAB,Cabela's Inc,"Cabela's Incorporated operates as a specialty retailer of hunting, fishing, camping, shooting sports, and related outdoor merchandise in the United States and Canada. The company operates through Merchandising and Financial Services segments."
AIZ,Assurant Inc.,"Assurant, Inc., through its subsidiaries, provides risk management solutions for housing and lifestyle markets worldwide."
VG,Vonage Holdings Corp,Vonage Holdings Corp. provides communications services connecting people through cloud-connected devices worldwide.
GTE,Gran Tierra Energy Inc,"Gran Tierra Energy Inc., an independent energy company, engages in the acquisition, exploration, development, and production of oil and gas properties in Colombia, Peru, and Brazil."
MGI,MoneyGram International Inc,"MoneyGram International, Inc., together with its subsidiaries, provides money transfer services in the United States and internationally. The company operates through two segments, Global Funds Transfer and Financial Paper Products."
IFON,Infosonics Corp,"InfoSonics Corporation, together with its subsidiaries, defines, sources, and sells wireless telecommunication products and accessories to wireless carriers, distributors, retailers, and OEMs primarily in Latin America, the Asia Pacific, Europe"
FSLR,First Solar Inc,"First Solar, Inc. provides solar energy solutions in the United States and internationally. It operates through two segments, Components and Systems. The Components segment designs, manufactures, and sells cadmium telluride solar modules that c"
UCTT,Ultra Clean Holdings Inc,"Ultra Clean Holdings, Inc. designs, develops, prototypes, engineers, manufactures, and tests production tools, modules, and subsystems for the semiconductor capital equipment and equipment industry segments primarily in North America, Asia, and"
ANGO,AngioDynamics Inc,"AngioDynamics, Inc. designs, manufactures, and sells various medical, surgical, and diagnostic devices for the treatment of peripheral vascular disease, vascular access, and for use in oncology and surgical settings in the United States and int"
GMO,General Moly Inc,"General Moly, Inc., together with its subsidiary, Eureka Moly, LLC, engages in the exploration, development, and mining of mineral properties in the United States. The company explores for molybdenum and copper deposits. It primarily has an 80%"
RAI,Reynolds American Inc,"Reynolds American Inc., through its subsidiaries, manufactures, and sells cigarettes and other tobacco products in the United States. It operates through RJR Tobacco, Santa Fe, and American Snuff segments."
GNW,Genworth Financial Inc,"Genworth Financial, Inc. provides insurance and homeownership solutions in the United States and internationally. It operates through five segments: U.S. Mortgage Insurance, Canada Mortgage Insurance, Australia Mortgage Insurance, U.S. Life Ins"
MKTX,MarketAxess Holdings Inc,"MarketAxess Holdings Inc., together with its subsidiaries, operates an electronic trading platform that enables fixed-income market participants to trade corporate bonds and other types of fixed-income instruments worldwide."
BGS,B&G Foods Inc.,"B&G Foods, Inc. manufactures, sells, and distributes a portfolio of shelf-stable, and frozen food and household products in the United States, Canada, and Puerto Rico."
WCG,WellCare Health Plans Inc,"WellCare Health Plans, Inc. provides managed care services for government-sponsored health care programs. It operates through three segments: Medicaid Health Plans, Medicare Health Plans, and Medicare PDPs."
BLKB,Blackbaud Inc,"Blackbaud, Inc. provides cloud software solutions to nonprofits, foundations, corporations, education institutions, healthcare organizations, and other charitable giving entities in the United States, Canada, Europe, and Australia."
MPWR,Monolithic Power Systems Inc,"Monolithic Power Systems, Inc. designs, develops, and markets integrated power semiconductor solutions and power delivery architectures for consumer, industrial, computing and storage, and communications market segments."
RF,Regions Financial Corp,"Regions Financial Corporation, together with its subsidiaries, provides banking and bank-related services to individual and corporate customers in the United States."
CLUB,Town Sports International Holdings Inc,"Town Sports International Holdings, Inc., together with its subsidiaries, owns and operates fitness clubs in the Northeast and Mid-Atlantic regions of the United States."
WIN,Windstream Holdings Inc,"Windstream Holdings, Inc. provides network communications and technology solutions in the United States."
NLST,Netlist Inc,"Netlist, Inc. designs, manufactures, and sells modular memory subsystems for the server, high-performance computing, and communications markets worldwide."
NEU,NewMarket Corp,"NewMarket Corporation, through its subsidiaries, engages in the petroleum additives businesses."
HK,Halcon Resources Corp,"Halcon Resources Corporation, an independent energy company, engages in the acquisition, production, exploration, and development of onshore oil and natural gas properties in the United States."
GHL,Greenhill & Co Inc,"Greenhill & Co., Inc., together with its subsidiaries, operates as an independent investment bank for corporations, partnerships, institutions, and governments worldwide."
TMUS,T-Mobile US Inc,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the U.S. Virgin Islands."
CNS,Cohen & Steers Inc,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations."
MOS,Mosaic Company (The),"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients worldwide. The company operates through three segments: Phosphates, Potash, and International Distribution."
OMER,Omeros Corp,"Omeros Corporation, a biopharmaceutical company, discovers, develops, and commercializes small-molecule and protein therapeutics, and orphan indications targeting inflammation, coagulopathies, and disorders of the central nervous system."
LINC,Lincoln Educational Services Corp,"Lincoln Educational Services Corporation, together with its subsidiaries, provides various career-oriented post-secondary education services in the United States."
DPZ,Domino's Pizza Inc,"Domino's Pizza, Inc., through its subsidiaries, operates as a pizza delivery company in the United States and internationally. It operates through three segments: Domestic Stores, Supply Chain, and International Franchise."
XRM,Xerium Technologies Inc,"Xerium Technologies, Inc. manufactures and supplies consumable products primarily used in the production of paper. The company operates through two segments, Machine Clothing and Roll Covers."
HIL,Hill International Inc,"Hill International, Inc. provides project and construction management, and other consulting services primarily for the buildings, transportation, environmental, energy, and industrial markets."
WTI,W&T Offshore Inc,"W&T Offshore, Inc., an independent oil and natural gas producer, engages in the acquisition, exploration, and development of oil and natural gas properties in the Gulf of Mexico. It sells crude oil, natural gas liquids, and natural gas."
SBNY,Signature Bank,Signature Bank provides various business and personal banking products and services.
OPHC,OptimumBank Holdings Inc,"OptimumBank Holdings, Inc. operates as the bank holding company for OptimumBank that provides a range of consumer and commercial banking services to individuals and businesses."
ENS,EnerSys,"EnerSys manufactures, markets, and distributes industrial batteries. The company offers chargers, outdoor cabinet enclosures, power equipment, and battery accessories, as well as related after-market and customer-support services for industrial"
MORN,Morningstar Inc,"Morningstar, Inc. provides independent investment research services in North America, Europe, Australia, and Asia."
TXRH,Texas Roadhouse Inc,"Texas Roadhouse, Inc., together with its subsidiaries, operates full-service casual dining restaurants in the United States and internationally. The company operates and franchises its restaurants under the Texas Roadhouse name. It also operate"
MIC,Macquarie Infrastructure Corp,"Macquarie Infrastructure Corporation, through its subsidiaries, owns and operates a portfolio of businesses that provide services to businesses, government agencies, and individuals."
HURN,Huron Consulting Group Inc,"Huron Consulting Group Inc., a professional services firm, provides advisory, technology, and analytic solutions in the United States and internationally. The company operates through the Healthcare, Education and Life Sciences, and Business Ad"
NURO,NeuroMetrix Inc,"NeuroMetrix, Inc., a medical device company, develops and markets products for the detection, diagnosis, and monitoring of peripheral nerve and spinal cord disorders."
SPOK,Spok Holdings Inc,"Spok Holdings, Inc., through its subsidiary, Spok, Inc., provides various communications solutions to healthcare, government, and other enterprises in the United States, Europe, Canada, Australia, Asia, and the Middle East."
VBFC,Village Bank and Trust Financial Corp,Village Bank and Trust Financial Corp. operates as the bank holding company for Village Bank that provides banking and related financial services to individuals and businesses.
CVGI,Commercial Vehicle Group Inc,"Commercial Vehicle Group, Inc., together with its subsidiaries, designs, engineers, produces, and sells various cab related products and systems in North America, Europe, and the Asia Pacific regions."
IQNT,Inteliquent Inc,"Inteliquent, Inc. provides voice telecommunications services on a wholesale basis in the United States and internationally. The company offers its services using an all-IP network, which enables to deliver global connectivity for various media,"
TTGT,TechTarget Inc,"TechTarget, Inc. provides specialized online content for buyers of corporate information technology (IT) products and services; and purchase-intent marketing and sales services for enterprise technology vendors in the United States and internat"
SYUT,Synutra International Inc,"Synutra International, Inc., together with its subsidiaries, produces, distributes, and sells dairy based nutritional products under the Shengyuan or Synutra brand names in the People's Republic of China."
TBBK,Bancorp Inc (The),"The Bancorp, Inc. operates as the financial holding company for The Bancorp Bank that provides banking products and services to individuals, and small and mid-size businesses in the United States."
PBH,Prestige Brands Holdings Inc,"Prestige Brands Holdings, Inc., through its subsidiaries, markets, sells, manufactures, and distributes over-the-counter (OTC) healthcare and household cleaning products in North America, Australia, and internationally."
ZAGG,Zagg Inc,"ZAGG Inc, together with its subsidiaries, designs, manufactures, and distributes mobile tech accessories for smartphones and tablets in the United States, Europe, and internationally. The company operates through ZAGG and mophie segments."
NP,Neenah Paper Inc,"Neenah, Inc. produces and sells technical products, and fine paper and packaging products worldwide."
ORA,Ormat Technologies Inc,"Ormat Technologies, Inc. engages in geothermal and recovered energy power business worldwide. The company operates in two segments, Electricity and Product. The Electricity segment develops, builds, owns, and operates geothermal and recovered e"
KFFB,Kentucky First Federal Bancorp,"Kentucky First Federal Bancorp operates as the holding company for First Federal Savings and Loan Association of Hazard, and Frankfort First Bancorp, Inc. that provide various banking products and services in the United States."
EXLS,ExlService Holdings Inc,"ExlService Holdings, Inc. provides operations management and analytics services in the United States, the United Kingdom, and internationally. It operates in two segments, Operations Management, and Analytics."
CLMS,Calamos Asset Management Inc,Calamos Asset Management Inc. is a publicly owned investment manager.
TEAR,TearLab Corp,"TearLab Corporation operates as an in-vitro diagnostic company in the United States. It offers TearLab Osmolority System, a proprietary in vitro diagnostic tear testing platform that measures tear film osmolarity for the diagnosis of dry eye di"
BOFI,BofI Holding Inc,"BofI Holding, Inc. operates as the holding company for BofI Federal Bank that provides consumer and business banking products in the United States. The company offers deposits products, including consumer and business checking, demand, savings,"
CHCI,Comstock Holding Companies Inc,"Comstock Holding Companies, Inc. operates as a real estate development and construction services company primarily in the Washington, D.C. metropolitan area. It operates through three segments: Homebuilding, Multi-Family, and Real Estate Servic"
LVS,Las Vegas Sands Corp,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Asia and the United States."
LPNT,LifePoint Health Inc,"LifePoint Health, Inc., through its subsidiaries, owns and operates community hospitals, regional health systems, physician practices, outpatient centers, and post-acute facilities in the United States."
BXC,BlueLinx Holdings Inc,"BlueLinx Holdings Inc., through its subsidiary, BlueLinx Corporation, distributes building and industrial products in North America. It distributes products in two principal categories, structural products and specialty products."
MNTX,Manitex International Inc,"Manitex International, Inc. provides engineered lifting and loading products worldwide. The company operates through three segments: Lifting Equipment, ASV, and Equipment Distribution segments."
JMP,JMP Group LLC,"JMP Group LLC, together with its subsidiaries, provides investment banking, sales and trading, equity research, and asset management services in the United States. It operates through three segments: Broker-Dealer, Asset Management, and Corpora"
